time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-12-29 00:00:00+00:00,1.0,1.0,12,8
2024-12-30 00:00:00+00:00,1.0,1.0,20,15
2024-12-31 00:00:00+00:00,3.0,2.0,10,7
2025-01-01 00:00:00+00:00,,,28,12
2025-01-02 00:00:00+00:00,1.0,1.0,13,8
2025-01-03 00:00:00+00:00,,,6,5
2025-01-04 00:00:00+00:00,2.0,2.0,14,6
2025-01-05 00:00:00+00:00,1.0,1.0,19,8
2025-01-06 00:00:00+00:00,2.0,2.0,16,10
2025-01-07 00:00:00+00:00,1.0,1.0,17,9
2025-01-08 00:00:00+00:00,3.0,2.0,32,16
2025-01-09 00:00:00+00:00,2.0,1.0,21,10
2025-01-10 00:00:00+00:00,1.0,1.0,51,9
2025-01-11 00:00:00+00:00,,,11,6
