time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-01-30 00:00:00+00:00,6,2,64,18
2024-01-31 00:00:00+00:00,6,2,74,31
2024-02-01 00:00:00+00:00,1,1,131,22
2024-02-02 00:00:00+00:00,8,3,26,11
2024-02-03 00:00:00+00:00,3,2,44,9
2024-02-04 00:00:00+00:00,7,3,15,11
2024-02-05 00:00:00+00:00,8,4,188,20
2024-02-06 00:00:00+00:00,1,1,70,23
2024-02-07 00:00:00+00:00,10,4,187,29
2024-02-08 00:00:00+00:00,6,2,116,21
2024-02-09 00:00:00+00:00,2,2,92,14
2024-02-10 00:00:00+00:00,7,3,35,9
2024-02-11 00:00:00+00:00,6,2,35,10
2024-02-12 00:00:00+00:00,1,1,22,12
