time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-02-20 00:00:00+00:00,3,3,66,21
2024-02-21 00:00:00+00:00,9,5,82,23
2024-02-22 00:00:00+00:00,3,3,42,16
2024-02-23 00:00:00+00:00,7,3,45,18
2024-02-24 00:00:00+00:00,6,2,21,10
2024-02-25 00:00:00+00:00,1,1,38,9
2024-02-26 00:00:00+00:00,9,5,40,23
2024-02-27 00:00:00+00:00,3,2,40,16
2024-02-28 00:00:00+00:00,6,2,182,23
2024-02-29 00:00:00+00:00,1,1,55,23
2024-03-01 00:00:00+00:00,7,3,32,17
2024-03-02 00:00:00+00:00,1,1,16,10
2024-03-03 00:00:00+00:00,7,3,39,10
2024-03-04 00:00:00+00:00,3,3,39,22
