time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-22 00:00:00+00:00,44,7,3,2
2026-02-23 00:00:00+00:00,10,6,34,13
2026-02-24 00:00:00+00:00,3,3,24,15
2026-02-25 00:00:00+00:00,17,8,11,8
2026-02-26 00:00:00+00:00,9,5,20,16
2026-02-27 00:00:00+00:00,5,5,32,18
2026-02-28 00:00:00+00:00,14,6,8,5
2026-03-01 00:00:00+00:00,13,10,10,5
2026-03-02 00:00:00+00:00,12,7,36,12
2026-03-03 00:00:00+00:00,14,4,35,18
2026-03-04 00:00:00+00:00,40,10,72,14
2026-03-05 00:00:00+00:00,9,5,21,13
2026-03-06 00:00:00+00:00,11,6,6,5
2026-03-07 00:00:00+00:00,8,4,5,5
