time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-02-21 00:00:00+00:00,9.0,5.0,82,23
2024-02-22 00:00:00+00:00,3.0,3.0,42,16
2024-02-23 00:00:00+00:00,7.0,3.0,45,18
2024-02-24 00:00:00+00:00,6.0,2.0,21,10
2024-02-25 00:00:00+00:00,1.0,1.0,38,9
2024-02-26 00:00:00+00:00,9.0,5.0,40,23
2024-02-27 00:00:00+00:00,3.0,2.0,40,16
2024-02-28 00:00:00+00:00,6.0,2.0,182,23
2024-02-29 00:00:00+00:00,1.0,1.0,55,23
2024-03-01 00:00:00+00:00,7.0,3.0,32,17
2024-03-02 00:00:00+00:00,1.0,1.0,16,10
2024-03-03 00:00:00+00:00,7.0,3.0,39,10
2024-03-04 00:00:00+00:00,9.0,5.0,39,22
2024-03-05 00:00:00+00:00,,,30,15
