time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-10 00:00:00+00:00,7,3,9,6
2026-02-11 00:00:00+00:00,17,5,12,9
2026-02-12 00:00:00+00:00,20,11,31,15
2026-02-13 00:00:00+00:00,9,5,8,6
2026-02-14 00:00:00+00:00,16,7,19,6
2026-02-15 00:00:00+00:00,8,4,6,4
2026-02-16 00:00:00+00:00,18,10,15,11
2026-02-17 00:00:00+00:00,9,5,19,11
2026-02-18 00:00:00+00:00,9,5,25,13
2026-02-19 00:00:00+00:00,6,6,32,14
2026-02-20 00:00:00+00:00,10,5,12,5
2026-02-21 00:00:00+00:00,8,7,7,7
2026-02-22 00:00:00+00:00,44,7,3,2
2026-02-23 00:00:00+00:00,10,6,34,13
