time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-04 00:00:00+00:00,2.0,2.0,14,6
2025-01-05 00:00:00+00:00,1.0,1.0,19,8
2025-01-06 00:00:00+00:00,2.0,2.0,16,10
2025-01-07 00:00:00+00:00,1.0,1.0,17,9
2025-01-08 00:00:00+00:00,3.0,2.0,32,16
2025-01-09 00:00:00+00:00,2.0,1.0,21,10
2025-01-10 00:00:00+00:00,1.0,1.0,51,9
2025-01-11 00:00:00+00:00,1.0,1.0,11,6
2025-01-12 00:00:00+00:00,2.0,1.0,20,9
2025-01-13 00:00:00+00:00,2.0,1.0,34,10
2025-01-14 00:00:00+00:00,,,14,11
2025-01-15 00:00:00+00:00,,,41,17
2025-01-16 00:00:00+00:00,2.0,1.0,20,12
2025-01-17 00:00:00+00:00,1.0,1.0,28,17
